type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect
hotel,,,3147,0,639,0,44.956,0.0
teddy,,,3147,0,533,0,44.956,0.0
slightly,,,3147,0,645,0,44.956,0.0
modern,,,3146,0,659,0,44.942,0.0
dated,,,3144,0,629,0,44.913,0.0
rarely,,,3141,0,668,0,44.87,0.0
rope,,,3141,0,544,0,44.87,0.0
wno,,,3139,0,82,0,44.842,0.0
persona,,,3139,0,553,0,44.842,0.0
beard,,,3138,0,601,0,44.828,0.0
eachother,,,3137,0,677,0,44.813,0.0
ch,,,3136,0,623,0,44.799,0.0
mystic,,,3135,0,265,0,44.785,0.0
doo,,,3134,0,633,0,44.77,0.0
speaks,,,3133,0,680,0,44.756,0.0
nigga,,,3132,0,142,0,44.742,0.0
tw,,,3131,0,535,0,44.728,0.0
password,,,3131,0,642,0,44.728,0.0
fromn,,,3131,0,646,0,44.728,0.0
split,,,3129,0,646,0,44.699,0.0
reminder,,,3128,0,634,0,44.685,0.0
tomorrown,,,3128,0,653,0,44.685,0.0
gore,,,3127,0,624,0,44.67,0.0
rosie,,,3126,0,278,0,44.656,0.0
ivy,,,3124,0,254,0,44.628,0.0
logo,,,3123,0,581,0,44.613,0.0
fastn,,,3123,0,648,0,44.613,0.0
emoten,,,3122,0,621,0,44.599,0.0
giant,,,3121,0,661,0,44.585,0.0
est,,,3118,0,627,0,44.542,0.0
gurl,,,3118,0,643,0,44.542,0.0
chief,,,3117,0,583,0,44.528,0.0
lame,,,3117,0,678,0,44.528,0.0
raw,,,3116,0,670,0,44.513,0.0
tao,,,3115,0,243,0,44.499,0.0
picsn,,,3114,0,598,0,44.485,0.0
pen,,,3112,0,660,0,44.456,0.0
pronouns,,,3111,0,518,0,44.442,0.0
vids,,,3110,0,654,0,44.428,0.0
filipino,,,3110,0,586,0,44.428,0.0
prime,,,3107,0,612,0,44.385,0.0
peanut,,,3106,0,625,0,44.37,0.0
office,,,3105,0,629,0,44.356,0.0
kotori,,,3102,0,119,0,44.313,0.0
rough,,,3102,0,659,0,44.313,0.0
botcommands,,,3101,0,133,0,44.299,0.0
qwq,,,3101,0,379,0,44.299,0.0
cancel,,,3099,0,664,0,44.27,0.0
spiders,,,3099,0,581,0,44.27,0.0
familiar,,,3099,0,672,0,44.27,0.0
purge,,,3098,0,586,0,44.256,0.0
yupn,,,3098,0,633,0,44.256,0.0
messing,,,3096,0,670,0,44.228,0.0
aly,,,3092,0,174,0,44.17,0.0
process,,,3092,0,670,0,44.17,0.0
tasty,,,3091,0,666,0,44.156,0.0
counts,,,3090,0,684,0,44.142,0.0
pewdiepie,,,3087,0,506,0,44.099,0.0
silly,,,3086,0,627,0,44.085,0.0
kim,,,3083,0,573,0,44.042,0.0
yourselfn,,,3083,0,622,0,44.042,0.0
spaghetti,,,3082,0,612,0,44.028,0.0
clover,,,3081,0,536,0,44.013,0.0
onion,,,3081,0,534,0,44.013,0.0
donut,,,3078,0,575,0,43.97,0.0
srry,,,3077,0,639,0,43.956,0.0
ant,,,3076,0,648,0,43.942,0.0
closer,,,3075,0,672,0,43.928,0.0
myn,,,3073,0,667,0,43.899,0.0
rapper,,,3070,0,616,0,43.856,0.0
expected,,,3067,0,682,0,43.813,0.0
stats,,,3067,0,588,0,43.813,0.0
inappropriate,,,3067,0,571,0,43.813,0.0
nyx,,,3064,0,142,0,43.77,0.0
wings,,,3064,0,616,0,43.77,0.0
poo,,,3063,0,634,0,43.756,0.0
invisible,,,3062,0,658,0,43.742,0.0
basketball,,,3061,0,631,0,43.728,0.0
pikachu,,,3060,0,595,0,43.713,0.0
flag,,,3059,0,634,0,43.699,0.0
nightmare,,,3059,0,644,0,43.699,0.0
bruhh,,,3056,0,606,0,43.656,0.0
whatcha,,,3056,0,611,0,43.656,0.0
emotional,,,3055,0,658,0,43.642,0.0
brandon,,,3051,0,270,0,43.585,0.0
bike,,,3051,0,626,0,43.585,0.0
catto,,,3045,0,341,0,43.499,0.0
bans,,,3043,0,626,0,43.47,0.0
sour,,,3042,0,603,0,43.456,0.0
watn,,,3042,0,595,0,43.456,0.0
rise,,,3041,0,671,0,43.442,0.0
pancakes,,,3041,0,627,0,43.442,0.0
soccer,,,3041,0,601,0,43.442,0.0
picn,,,3039,0,628,0,43.413,0.0
sat,,,3038,0,670,0,43.399,0.0
dazai,,,3038,0,263,0,43.399,0.0
eithern,,,3037,0,637,0,43.385,0.0
misaki,,,3037,0,169,0,43.385,0.0
interest,,,3037,0,653,0,43.385,0.0
ultra,,,3033,0,620,0,43.328,0.0
playn,,,3033,0,652,0,43.328,0.0
sh,,,3033,0,670,0,43.328,0.0
pointn,,,3031,0,631,0,43.299,0.0
hanging,,,3029,0,665,0,43.27,0.0
smaller,,,3026,0,658,0,43.228,0.0
plant,,,3026,0,619,0,43.228,0.0
joker,,,3025,0,554,0,43.213,0.0
mhmm,,,3022,0,595,0,43.17,0.0
lm,,,3021,0,588,0,43.156,0.0
emmi,,,3020,0,57,0,43.142,0.0
promoted,,,3020,0,591,0,43.142,0.0
model,,,3019,0,646,0,43.128,0.0
upload,,,3019,0,626,0,43.128,0.0
saki,,,3019,0,192,0,43.128,0.0
thick,,,3016,0,657,0,43.085,0.0
replace,,,3016,0,681,0,43.085,0.0
angle,,,3016,0,535,0,43.085,0.0
nonexistent,,,3016,0,322,0,43.085,0.0
ability,,,3014,0,634,0,43.056,0.0
kekw,,,3014,0,324,0,43.056,0.0
soy,,,3014,0,620,0,43.056,0.0
august,,,3011,0,605,0,43.013,0.0
design,,,3010,0,632,0,42.999,0.0
lucifer,,,3009,0,478,0,42.985,0.0
bill,,,3008,0,615,0,42.97,0.0
dawg,,,3006,0,594,0,42.942,0.0
amazon,,,3006,0,641,0,42.942,0.0
connect,,,3005,0,643,0,42.928,0.0
dming,,,3004,0,663,0,42.913,0.0
stitch,,,3004,0,255,0,42.913,0.0
nnot,,,3004,0,666,0,42.913,0.0
cries,,,3002,0,637,0,42.885,0.0
belong,,,3000,0,653,0,42.856,0.0
bubbles,,,3000,0,395,0,42.856,0.0
nikki,,,2999,0,310,0,42.842,0.0
kyle,,,2997,0,456,0,42.813,0.0
tha,,,2995,0,672,0,42.785,0.0
existence,,,2994,0,685,0,42.77,0.0
tmr,,,2994,0,635,0,42.77,0.0
yuki,,,2993,0,350,0,42.756,0.0
humor,,,2993,0,662,0,42.756,0.0
momn,,,2992,0,632,0,42.742,0.0
nowhere,,,2990,0,678,0,42.713,0.0
answers,,,2987,0,689,0,42.67,0.0
fps,,,2984,0,612,0,42.628,0.0
alts,,,2981,0,623,0,42.585,0.0
abs,,,2981,0,566,0,42.585,0.0
bitn,,,2980,0,650,0,42.57,0.0
flood,,,2978,0,563,0,42.542,0.0
strict,,,2977,0,645,0,42.528,0.0
shield,,,2977,0,595,0,42.528,0.0
recent,,,2977,0,674,0,42.528,0.0
caren,,,2974,0,652,0,42.485,0.0
teen,,,2974,0,652,0,42.485,0.0
welcomenwelcome,,,2972,0,441,0,42.456,0.0
pronounce,,,2972,0,658,0,42.456,0.0
trees,,,2971,0,643,0,42.442,0.0
azure,,,2969,0,138,0,42.413,0.0
baguette,,,2968,0,576,0,42.399,0.0
nervous,,,2968,0,654,0,42.399,0.0
onlinen,,,2967,0,672,0,42.385,0.0
default,,,2966,0,638,0,42.37,0.0
hiding,,,2965,0,677,0,42.356,0.0
nhe,,,2964,0,663,0,42.342,0.0
gifted,,,2964,0,655,0,42.342,0.0
brooo,,,2963,0,636,0,42.328,0.0
results,,,2963,0,641,0,42.328,0.0
tiller,,,2962,0,75,0,42.313,0.0
prison,,,2962,0,635,0,42.313,0.0
blonde,,,2961,0,614,0,42.299,0.0
suit,,,2957,0,656,0,42.242,0.0
william,,,2955,0,353,0,42.213,0.0
newn,,,2955,0,618,0,42.213,0.0
bbg,,,2953,0,435,0,42.185,0.0
flash,,,2952,0,640,0,42.17,0.0
ani,,,2952,0,576,0,42.17,0.0
sensei,,,2952,0,518,0,42.17,0.0
church,,,2951,0,622,0,42.156,0.0
withn,,,2951,0,653,0,42.156,0.0
jazzy,,,2951,0,162,0,42.156,0.0
hammer,,,2950,0,605,0,42.142,0.0
deadly,,,2949,0,640,0,42.128,0.0
definition,,,2948,0,669,0,42.113,0.0
watermelon,,,2946,0,558,0,42.085,0.0
flavor,,,2945,0,642,0,42.07,0.0
witch,,,2942,0,657,0,42.028,0.0
champ,,,2941,0,596,0,42.013,0.0
doen,,,2938,0,563,0,41.97,0.0
officially,,,2934,0,668,0,41.913,0.0
izz,,,2934,0,147,0,41.913,0.0
avn,,,2932,0,390,0,41.885,0.0
kyu,,,2931,0,127,0,41.87,0.0
speech,,,2931,0,653,0,41.87,0.0
otaku,,,2930,0,467,0,41.856,0.0
susn,,,2929,0,486,0,41.842,0.0
wind,,,2927,0,649,0,41.813,0.0
devi,,,2926,0,120,0,41.799,0.0
mindn,,,2926,0,640,0,41.799,0.0
aunt,,,2925,0,644,0,41.785,0.0
creative,,,2923,0,629,0,41.756,0.0
depending,,,2923,0,641,0,41.756,0.0
theory,,,2923,0,630,0,41.756,0.0
grey,,,2921,0,647,0,41.728,0.0
unique,,,2921,0,651,0,41.728,0.0
lexi,,,2920,0,244,0,41.713,0.0
lap,,,2920,0,609,0,41.713,0.0
ofn,,,2919,0,670,0,41.699,0.0
touched,,,2919,0,670,0,41.699,0.0
legendary,,,2918,0,631,0,41.685,0.0
whenn,,,2916,0,631,0,41.656,0.0
ja,,,2915,0,615,0,41.642,0.0
kidnap,,,2914,0,608,0,41.628,0.0
helpers,,,2913,0,328,0,41.613,0.0
ki,,,2912,0,563,0,41.599,0.0
childn,,,2912,0,594,0,41.599,0.0
potatoes,,,2911,0,613,0,41.585,0.0
cringen,,,2909,0,583,0,41.556,0.0
restart,,,2909,0,658,0,41.556,0.0
appeal,,,2909,0,535,0,41.556,0.0
roku,,,2908,0,97,0,41.542,0.0
anger,,,2906,0,680,0,41.513,0.0
domino,,,2905,0,269,0,41.499,0.0
okni,,,2905,0,640,0,41.499,0.0
welcoming,,,2904,0,580,0,41.485,0.0
eyesn,,,2903,0,659,0,41.47,0.0
searching,,,2902,0,682,0,41.456,0.0
physically,,,2900,0,665,0,41.428,0.0
welpn,,,2900,0,605,0,41.428,0.0
fap,,,2898,0,357,0,41.399,0.0
irish,,,2897,0,571,0,41.385,0.0
blush,,,2896,0,548,0,41.37,0.0
deletedchanneln,,,2895,0,420,0,41.356,0.0
grown,,,2895,0,659,0,41.356,0.0
owns,,,2893,0,640,0,41.328,0.0
bowl,,,2893,0,637,0,41.328,0.0
fi,,,2893,0,645,0,41.328,0.0
rape,,,2892,0,405,0,41.313,0.0
choco,,,2892,0,513,0,41.313,0.0
cc,,,2891,0,550,0,41.299,0.0
nthats,,,2890,0,664,0,41.285,0.0
yoshi,,,2889,0,353,0,41.27,0.0
lmfaooo,,,2889,0,555,0,41.27,0.0
depressing,,,2887,0,657,0,41.242,0.0
sowwy,,,2887,0,601,0,41.242,0.0
ro,,,2887,0,661,0,41.242,0.0
friendship,,,2886,0,647,0,41.228,0.0
cleaning,,,2885,0,640,0,41.213,0.0
asians,,,2885,0,610,0,41.213,0.0
arc,,,2885,0,522,0,41.213,0.0
bbn,,,2883,0,535,0,41.185,0.0
comedy,,,2883,0,631,0,41.185,0.0
mil,,,2882,0,626,0,41.17,0.0
kg,,,2881,0,589,0,41.156,0.0
bright,,,2880,0,662,0,41.142,0.0
samsung,,,2880,0,585,0,41.142,0.0
welccy,,,2879,0,79,0,41.128,0.0
exactlyn,,,2879,0,653,0,41.128,0.0
stroke,,,2877,0,643,0,41.099,0.0
african,,,2877,0,585,0,41.099,0.0
vice,,,2874,0,458,0,41.056,0.0
belle,,,2873,0,507,0,41.042,0.0
slur,,,2873,0,565,0,41.042,0.0
grand,,,2873,0,649,0,41.042,0.0
enemy,,,2872,0,638,0,41.028,0.0
everythingn,,,2871,0,641,0,41.013,0.0
duke,,,2871,0,233,0,41.013,0.0
galaxy,,,2870,0,578,0,40.999,0.0
nonno,,,2870,0,658,0,40.999,0.0
nezuko,,,2869,0,440,0,40.985,0.0
allah,,,2868,0,484,0,40.971,0.0
triggered,,,2867,0,647,0,40.956,0.0
tap,,,2864,0,640,0,40.913,0.0
pal,,,2864,0,633,0,40.913,0.0
attractive,,,2864,0,610,0,40.913,0.0
naked,,,2864,0,609,0,40.913,0.0
dora,,,2862,0,600,0,40.885,0.0
herself,,,2862,0,655,0,40.885,0.0
spending,,,2862,0,655,0,40.885,0.0
nwe,,,2861,0,656,0,40.871,0.0
collect,,,2858,0,607,0,40.828,0.0
emmy,,,2854,0,147,0,40.771,0.0
october,,,2854,0,617,0,40.771,0.0
suffering,,,2853,0,665,0,40.756,0.0
atn,,,2852,0,650,0,40.742,0.0
sim,,,2851,0,575,0,40.728,0.0
answered,,,2851,0,685,0,40.728,0.0
requests,,,2850,0,649,0,40.713,0.0
wats,,,2850,0,607,0,40.713,0.0
yell,,,2849,0,656,0,40.699,0.0
lego,,,2848,0,588,0,40.685,0.0
goo,,,2847,0,667,0,40.671,0.0
pepper,,,2847,0,595,0,40.671,0.0
sheep,,,2847,0,591,0,40.671,0.0
talent,,,2847,0,617,0,40.671,0.0
nix,,,2846,0,120,0,40.656,0.0
darkness,,,2845,0,609,0,40.642,0.0
bcs,,,2844,0,528,0,40.628,0.0
shouldve,,,2841,0,660,0,40.585,0.0
favor,,,2841,0,671,0,40.585,0.0
pancake,,,2840,0,468,0,40.571,0.0
moderation,,,2840,0,527,0,40.571,0.0
edge,,,2838,0,639,0,40.542,0.0
ayeee,,,2837,0,579,0,40.528,0.0
tip,,,2837,0,654,0,40.528,0.0
peach,,,2835,0,543,0,40.499,0.0
downloaded,,,2834,0,664,0,40.485,0.0
kirby,,,2834,0,505,0,40.485,0.0
robot,,,2833,0,641,0,40.471,0.0
leon,,,2832,0,375,0,40.456,0.0
research,,,2832,0,630,0,40.456,0.0
latest,,,2831,0,668,0,40.442,0.0
siege,,,2831,0,558,0,40.442,0.0
beauty,,,2830,0,644,0,40.428,0.0
isekai,,,2829,0,417,0,40.413,0.0
io,,,2827,0,599,0,40.385,0.0
whys,,,2827,0,653,0,40.385,0.0
evidence,,,2827,0,619,0,40.385,0.0
underaged,,,2825,0,566,0,40.356,0.0
sike,,,2825,0,641,0,40.356,0.0
grace,,,2824,0,473,0,40.342,0.0
castle,,,2824,0,513,0,40.342,0.0
parent,,,2822,0,659,0,40.313,0.0
currency,,,2822,0,591,0,40.313,0.0
su,,,2821,0,603,0,40.299,0.0
nowadays,,,2821,0,656,0,40.299,0.0
lust,,,2819,0,342,0,40.271,0.0
elite,,,2818,0,595,0,40.256,0.0
ta,,,2817,0,651,0,40.242,0.0
slave,,,2817,0,580,0,40.242,0.0
sasuke,,,2814,0,543,0,40.199,0.0
lb,,,2813,0,436,0,40.185,0.0
booty,,,2813,0,592,0,40.185,0.0
reported,,,2812,0,622,0,40.171,0.0
virtual,,,2812,0,647,0,40.171,0.0
trynna,,,2811,0,590,0,40.156,0.0
layla,,,2810,0,132,0,40.142,0.0
somethin,,,2809,0,641,0,40.128,0.0
jobs,,,2809,0,630,0,40.128,0.0
specifically,,,2809,0,637,0,40.128,0.0
bass,,,2808,0,594,0,40.113,0.0
disrespect,,,2808,0,644,0,40.113,0.0
happenedn,,,2808,0,644,0,40.113,0.0
automatically,,,2804,0,660,0,40.056,0.0
tony,,,2802,0,493,0,40.028,0.0
wouldve,,,2801,0,667,0,40.013,0.0
gum,,,2800,0,606,0,39.999,0.0
hmu,,,2800,0,608,0,39.999,0.0
thou,,,2800,0,552,0,39.999,0.0
machina,,,2799,0,65,0,39.985,0.0
infinite,,,2798,0,630,0,39.971,0.0
offense,,,2796,0,658,0,39.942,0.0
section,,,2796,0,656,0,39.942,0.0
moderate,,,2795,0,555,0,39.928,0.0
pico,,,2794,0,532,0,39.913,0.0
written,,,2792,0,652,0,39.885,0.0
oldest,,,2791,0,655,0,39.871,0.0
spongebob,,,2790,0,624,0,39.856,0.0
revenge,,,2790,0,570,0,39.856,0.0
elf,,,2789,0,431,0,39.842,0.0
blocking,,,2788,0,669,0,39.828,0.0
oin,,,2788,0,605,0,39.828,0.0
balance,,,2788,0,621,0,39.828,0.0
wi,,,2788,0,642,0,39.828,0.0
beast,,,2788,0,641,0,39.828,0.0
solve,,,2788,0,655,0,39.828,0.0
sounded,,,2787,0,666,0,39.813,0.0
damm,,,2787,0,550,0,39.813,0.0
jere,,,2787,0,138,0,39.813,0.0
source,,,2786,0,630,0,39.799,0.0
chile,,,2785,0,491,0,39.785,0.0
sometimesn,,,2783,0,617,0,39.756,0.0
slaps,,,2782,0,657,0,39.742,0.0
forehead,,,2782,0,594,0,39.742,0.0
weirdo,,,2781,0,651,0,39.728,0.0
hugging,,,2781,0,595,0,39.728,0.0
colours,,,2780,0,597,0,39.713,0.0
lad,,,2779,0,617,0,39.699,0.0
ppln,,,2778,0,599,0,39.685,0.0
slasher,,,2777,0,65,0,39.671,0.0
previous,,,2776,0,651,0,39.656,0.0
overn,,,2775,0,640,0,39.642,0.0
placen,,,2774,0,631,0,39.628,0.0
timezone,,,2773,0,633,0,39.613,0.0
tries,,,2773,0,670,0,39.613,0.0
kirito,,,2772,0,388,0,39.599,0.0
tanky,,,2770,0,67,0,39.571,0.0
memen,,,2765,0,612,0,39.499,0.0
mutedn,,,2764,0,618,0,39.485,0.0
laughed,,,2762,0,662,0,39.456,0.0
education,,,2759,0,619,0,39.413,0.0
ph,,,2759,0,640,0,39.413,0.0
genders,,,2755,0,639,0,39.356,0.0
hhh,,,2755,0,604,0,39.356,0.0
lamp,,,2754,0,451,0,39.342,0.0
longest,,,2754,0,676,0,39.342,0.0
sensen,,,2753,0,649,0,39.328,0.0
shipping,,,2752,0,615,0,39.313,0.0
deserves,,,2752,0,670,0,39.313,0.0
sand,,,2750,0,646,0,39.285,0.0
risk,,,2749,0,652,0,39.271,0.0
sorta,,,2749,0,627,0,39.271,0.0
spain,,,2749,0,608,0,39.271,0.0
cops,,,2749,0,635,0,39.271,0.0
birb,,,2748,0,412,0,39.256,0.0
mission,,,2745,0,648,0,39.213,0.0
bugs,,,2744,0,621,0,39.199,0.0
evern,,,2744,0,633,0,39.199,0.0
wana,,,2743,0,605,0,39.185,0.0
truck,,,2743,0,629,0,39.185,0.0
exo,,,2743,0,232,0,39.185,0.0
andrew,,,2742,0,311,0,39.171,0.0
toasty,,,2742,0,197,0,39.171,0.0
tomato,,,2742,0,582,0,39.171,0.0
toaster,,,2741,0,564,0,39.156,0.0
setup,,,2739,0,600,0,39.128,0.0
boat,,,2739,0,625,0,39.128,0.0
arab,,,2737,0,536,0,39.099,0.0
prince,,,2736,0,588,0,39.085,0.0
summoned,,,2736,0,631,0,39.085,0.0
claire,,,2735,0,176,0,39.071,0.0
tight,,,2735,0,650,0,39.071,0.0
workout,,,2734,0,570,0,39.056,0.0
copying,,,2733,0,654,0,39.042,0.0
font,,,2733,0,631,0,39.042,0.0
topics,,,2733,0,608,0,39.042,0.0
disappear,,,2730,0,645,0,38.999,0.0
typo,,,2729,0,638,0,38.985,0.0
somewhat,,,2728,0,630,0,38.971,0.0
tests,,,2727,0,636,0,38.956,0.0
stronger,,,2726,0,646,0,38.942,0.0
ackerman,,,2725,0,195,0,38.928,0.0
nate,,,2725,0,301,0,38.928,0.0
chip,,,2721,0,616,0,38.871,0.0
net,,,2721,0,643,0,38.871,0.0
prefix,,,2720,0,503,0,38.856,0.0
gnarly,,,2719,0,73,0,38.842,0.0
rage,,,2718,0,653,0,38.828,0.0
msgs,,,2716,0,606,0,38.799,0.0
flowers,,,2716,0,578,0,38.799,0.0
omni,,,2715,0,147,0,38.785,0.0
spoon,,,2715,0,609,0,38.785,0.0
slice,,,2714,0,611,0,38.771,0.0
mail,,,2712,0,629,0,38.742,0.0
fucking,,,2712,0,506,0,38.742,0.0
bone,,,2711,0,652,0,38.728,0.0
miles,,,2711,0,623,0,38.728,0.0
genius,,,2710,0,612,0,38.713,0.0
jammin,,,2710,0,160,0,38.713,0.0
driver,,,2710,0,581,0,38.713,0.0
mcdonalds,,,2710,0,651,0,38.713,0.0
hacker,,,2707,0,614,0,38.671,0.0
shutup,,,2706,0,538,0,38.656,0.0
tmrw,,,2705,0,618,0,38.642,0.0
tons,,,2704,0,650,0,38.628,0.0
bombs,,,2704,0,499,0,38.628,0.0
literal,,,2704,0,649,0,38.628,0.0
wood,,,2703,0,630,0,38.613,0.0
professional,,,2703,0,645,0,38.613,0.0
whyyy,,,2702,0,635,0,38.599,0.0
rising,,,2702,0,524,0,38.599,0.0
greek,,,2701,0,597,0,38.585,0.0
ndo,,,2701,0,656,0,38.585,0.0
elizabeth,,,2700,0,411,0,38.571,0.0
sweat,,,2700,0,654,0,38.571,0.0
magik,,,2700,0,234,0,38.571,0.0
wbun,,,2699,0,528,0,38.556,0.0
tek,,,2697,0,90,0,38.528,0.0
woof,,,2696,0,581,0,38.513,0.0
gooo,,,2695,0,661,0,38.499,0.0
tend,,,2695,0,610,0,38.499,0.0
immediately,,,2693,0,658,0,38.471,0.0
fren,,,2693,0,488,0,38.471,0.0
cooler,,,2693,0,662,0,38.471,0.0
maria,,,2693,0,328,0,38.471,0.0
surgery,,,2693,0,612,0,38.471,0.0
perfectly,,,2691,0,651,0,38.442,0.0
bow,,,2691,0,652,0,38.442,0.0
isla,,,2691,0,97,0,38.442,0.0
boruto,,,2690,0,476,0,38.428,0.0
matters,,,2687,0,656,0,38.385,0.0
os,,,2686,0,639,0,38.371,0.0
ohni,,,2686,0,630,0,38.371,0.0
gr,,,2685,0,567,0,38.356,0.0
acid,,,2684,0,565,0,38.342,0.0
dogn,,,2684,0,621,0,38.342,0.0
prim,,,2684,0,68,0,38.342,0.0
cheeks,,,2683,0,600,0,38.328,0.0
homophobic,,,2682,0,605,0,38.313,0.0
program,,,2681,0,591,0,38.299,0.0
copied,,,2679,0,655,0,38.271,0.0
pounds,,,2677,0,644,0,38.242,0.0
qn,,,2675,0,591,0,38.213,0.0
lia,,,2675,0,244,0,38.213,0.0
jordan,,,2674,0,465,0,38.199,0.0
quack,,,2674,0,453,0,38.199,0.0
mehn,,,2674,0,601,0,38.199,0.0
agen,,,2672,0,618,0,38.171,0.0
wen,,,2672,0,621,0,38.171,0.0
ko,,,2672,0,567,0,38.171,0.0
moves,,,2671,0,675,0,38.156,0.0
ham,,,2670,0,596,0,38.142,0.0
destroyed,,,2669,0,656,0,38.128,0.0
plenty,,,2669,0,628,0,38.128,0.0
ketchup,,,2667,0,616,0,38.099,0.0
zee,,,2666,0,207,0,38.085,0.0
slapped,,,2665,0,618,0,38.071,0.0
frozen,,,2665,0,628,0,38.071,0.0
grill,,,2664,0,574,0,38.056,0.0
microwave,,,2664,0,592,0,38.056,0.0
students,,,2664,0,610,0,38.056,0.0
voting,,,2662,0,524,0,38.028,0.0
useful,,,2662,0,647,0,38.028,0.0
bringing,,,2662,0,651,0,38.028,0.0
searched,,,2658,0,659,0,37.971,0.0
voices,,,2657,0,645,0,37.956,0.0
delicious,,,2656,0,630,0,37.942,0.0
den,,,2656,0,639,0,37.942,0.0
standing,,,2656,0,660,0,37.942,0.0
ramona,,,2654,0,66,0,37.913,0.0
asfn,,,2654,0,547,0,37.913,0.0
surprise,,,2653,0,665,0,37.899,0.0
messagesn,,,2653,0,583,0,37.899,0.0
astro,,,2651,0,257,0,37.871,0.0
deja,,,2649,0,400,0,37.842,0.0
togethern,,,2647,0,593,0,37.813,0.0
antidepressants,,,2645,0,115,0,37.785,0.0
nekos,,,2645,0,315,0,37.785,0.0
hating,,,2644,0,664,0,37.771,0.0
sadness,,,2644,0,651,0,37.771,0.0
volume,,,2643,0,647,0,37.756,0.0
gorl,,,2643,0,561,0,37.756,0.0
hbun,,,2643,0,509,0,37.756,0.0
moan,,,2643,0,513,0,37.756,0.0
singer,,,2643,0,638,0,37.756,0.0
js,,,2642,0,598,0,37.742,0.0
aqua,,,2641,0,481,0,37.728,0.0
nahhh,,,2641,0,636,0,37.728,0.0
qu,,,2640,0,286,0,37.713,0.0
utilities,,,2640,0,111,0,37.713,0.0
describe,,,2638,0,651,0,37.685,0.0
lina,,,2636,0,125,0,37.656,0.0
mistakes,,,2634,0,647,0,37.628,0.0
terraria,,,2634,0,491,0,37.628,0.0
wotn,,,2633,0,573,0,37.613,0.0
jobn,,,2632,0,643,0,37.599,0.0
vin,,,2632,0,248,0,37.599,0.0
vcs,,,2630,0,624,0,37.571,0.0
aightn,,,2630,0,611,0,37.571,0.0
alicia,,,2630,0,114,0,37.571,0.0
nthis,,,2628,0,660,0,37.542,0.0
smack,,,2628,0,640,0,37.542,0.0
tae,,,2628,0,275,0,37.542,0.0
eatn,,,2625,0,628,0,37.499,0.0
dishes,,,2625,0,601,0,37.499,0.0
venti,,,2625,0,231,0,37.499,0.0
leto,,,2625,0,76,0,37.499,0.0
claimed,,,2624,0,612,0,37.485,0.0
colin,,,2624,0,123,0,37.485,0.0
skill,,,2623,0,630,0,37.471,0.0
kms,,,2623,0,562,0,37.471,0.0
political,,,2622,0,574,0,37.456,0.0
leaf,,,2621,0,520,0,37.442,0.0
toy,,,2620,0,652,0,37.428,0.0
asta,,,2620,0,281,0,37.428,0.0
market,,,2618,0,630,0,37.399,0.0
connection,,,2614,0,659,0,37.342,0.0
gays,,,2614,0,589,0,37.342,0.0
nature,,,2614,0,623,0,37.342,0.0
editing,,,2614,0,628,0,37.342,0.0
rikka,,,2613,0,258,0,37.328,0.0
blessed,,,2613,0,597,0,37.328,0.0
shave,,,2612,0,590,0,37.313,0.0
instantly,,,2612,0,648,0,37.313,0.0
autism,,,2611,0,518,0,37.299,0.0
et,,,2608,0,621,0,37.256,0.0
talkative,,,2607,0,265,0,37.242,0.0
travis,,,2607,0,468,0,37.242,0.0
brick,,,2606,0,482,0,37.228,0.0
jkjk,,,2606,0,623,0,37.228,0.0
origin,,,2606,0,434,0,37.228,0.0
ncan,,,2605,0,655,0,37.213,0.0
vr,,,2605,0,592,0,37.213,0.0
gambling,,,2604,0,535,0,37.199,0.0
stayn,,,2602,0,528,0,37.171,0.0
con,,,2602,0,598,0,37.171,0.0
awful,,,2601,0,619,0,37.156,0.0
monthn,,,2599,0,628,0,37.128,0.0
rolls,,,2599,0,623,0,37.128,0.0
pressure,,,2597,0,644,0,37.099,0.0
emn,,,2596,0,642,0,37.085,0.0
score,,,2596,0,625,0,37.085,0.0
autistic,,,2595,0,536,0,37.071,0.0
po,,,2595,0,632,0,37.071,0.0
taki,,,2595,0,201,0,37.071,0.0
shame,,,2593,0,640,0,37.042,0.0
direct,,,2593,0,586,0,37.042,0.0
wizard,,,2593,0,478,0,37.042,0.0
monitor,,,2591,0,587,0,37.013,0.0
value,,,2590,0,621,0,36.999,0.0
vacation,,,2589,0,586,0,36.985,0.0
nol,,,2588,0,578,0,36.971,0.0
rim,,,2588,0,254,0,36.971,0.0
hairn,,,2586,0,603,0,36.942,0.0
jason,,,2586,0,453,0,36.942,0.0
lofi,,,2585,0,575,0,36.928,0.0
void,,,2584,0,561,0,36.913,0.0
holiday,,,2584,0,603,0,36.913,0.0
pinned,,,2584,0,598,0,36.913,0.0
whalecum,,,2582,0,298,0,36.885,0.0
imn,,,2581,0,630,0,36.871,0.0
ordered,,,2580,0,647,0,36.856,0.0
maze,,,2580,0,246,0,36.856,0.0
perm,,,2579,0,611,0,36.842,0.0
california,,,2578,0,618,0,36.828,0.0
noon,,,2577,0,649,0,36.813,0.0
nova,,,2573,0,339,0,36.756,0.0
diego,,,2572,0,335,0,36.742,0.0
fights,,,2571,0,639,0,36.728,0.0
yare,,,2571,0,397,0,36.728,0.0
incest,,,2570,0,533,0,36.713,0.0
